256.0,256.0,0,0,-1
31,5,57,33,0
31,33,57,58,0
31,58,57,87,0
31,87,56,119,0
56,87,57,119,0
31,55,36,85,1
56,55,62,55,1
51,55,57,83,1
51,83,57,85,1
31,85,41,116,1
31,116,41,120,1
43,85,57,105,1
43,105,58,122,1
43,85,47,112,0
43,112,47,119,0
46,85,47,115,1
46,114,47,123,1
29,5,30,8,0
29,5,30,10,0
18,5,31,9,0
29,9,31,14,1
27,1,30,3,1
43,119,44,125,0
41,119,45,148,0
41,119,42,142,1
41,142,42,151,1
42,148,45,173,0
45,170,70,173,0
592.0,240.0,0,2,2,1
592.0,260.0,0,2,2,1
592.0,280.0,0,2,2,1
592.0,300.0,0,2,2,1
592.0,320.0,0,2,2,1
592.0,340.0,0,2,2,1
592.0,360.0,0,2,2,1
592.0,380.0,0,2,2,1
592.0,400.0,0,2,2,1
592.0,420.0,0,2,2,1
592.0,440.0,0,2,2,1
592.0,460.0,0,2,2,1
592.0,480.0,0,2,2,1
592.0,500.0,0,2,2,1
592.0,520.0,0,2,2,1
592.0,540.0,0,2,2,1
592.0,560.0,0,2,2,1
592.0,580.0,0,2,2,1
592.0,600.0,0,2,2,1
592.0,620.0,0,2,2,1
592.0,640.0,0,2,2,1
592.0,660.0,0,2,2,1
592.0,680.0,0,2,2,1
592.0,700.0,0,2,2,1
592.0,720.0,0,2,2,1
592.0,740.0,0,2,2,1
592.0,760.0,0,2,2,1
592.0,780.0,0,2,2,1
592.0,800.0,0,2,2,1
592.0,820.0,0,2,2,1
592.0,840.0,0,2,2,1
592.0,860.0,0,2,2,1
592.0,880.0,0,2,2,1
592.0,900.0,0,2,2,1
592.0,920.0,0,2,2,1
592.0,940.0,0,2,2,1
592.0,960.0,0,2,2,1
592.0,980.0,0,2,2,1
592.0,1000.0,0,2,2,1
592.0,1020.0,0,2,2,1
592.0,1040.0,0,2,2,1
592.0,1060.0,0,2,2,1
592.0,1080.0,0,2,2,1
592.0,1100.0,0,2,2,1
592.0,1120.0,0,2,2,1
592.0,1140.0,0,2,2,1
592.0,1160.0,0,2,2,1
592.0,1180.0,0,2,2,1
592.0,1200.0,0,2,2,1
592.0,1220.0,0,2,2,1
592.0,1240.0,0,2,2,1
592.0,1260.0,0,2,2,1
592.0,1280.0,0,2,2,1
592.0,1300.0,0,2,2,1
592.0,1320.0,0,2,2,1
592.0,1340.0,0,2,2,1
592.0,1360.0,0,2,2,1
592.0,1380.0,0,2,2,1
592.0,1400.0,0,2,2,1
592.0,1420.0,0,2,2,1
592.0,1440.0,0,2,2,1
592.0,1460.0,0,2,2,1
592.0,1480.0,0,2,2,1
592.0,1500.0,0,2,2,1
592.0,1520.0,0,2,2,1
592.0,1540.0,0,2,2,1
592.0,1560.0,0,2,2,1
592.0,1580.0,0,2,2,1
592.0,1600.0,0,2,2,1
592.0,1620.0,0,2,2,1
592.0,1640.0,0,2,2,1
592.0,1660.0,0,2,2,1
592.0,1680.0,0,2,2,1
592.0,1700.0,0,2,2,1
592.0,1720.0,0,2,2,1
592.0,1740.0,0,2,2,1
592.0,1760.0,0,2,2,1
592.0,1780.0,0,2,2,1
592.0,1800.0,0,2,2,1
592.0,1820.0,0,2,2,1
592.0,1840.0,0,2,2,1
592.0,1860.0,0,2,2,1
592.0,1880.0,0,2,2,1
592.0,1900.0,0,2,2,1
592.0,1920.0,0,2,2,1
592.0,1940.0,0,2,2,1
592.0,1960.0,0,2,2,1
592.0,1980.0,0,2,2,1
592.0,2000.0,0,2,2,1
592.0,2020.0,0,2,2,1
592.0,2040.0,0,2,2,1
592.0,2060.0,0,2,2,1
592.0,2080.0,0,2,2,1
592.0,2100.0,0,2,2,1
592.0,2120.0,0,2,2,1
592.0,2140.0,0,2,2,1
592.0,2160.0,0,2,2,1
592.0,2180.0,0,2,2,1
592.0,2200.0,0,2,2,1
592.0,2220.0,0,2,2,1
592.0,2240.0,0,2,2,1
592.0,2260.0,0,2,2,1
592.0,2280.0,0,2,2,1
592.0,2300.0,0,2,2,1
592.0,2320.0,0,2,2,1
592.0,2340.0,0,2,2,1
592.0,2360.0,0,2,2,1
592.0,2380.0,0,2,2,1
592.0,2400.0,0,2,2,1
592.0,2420.0,0,2,2,1
592.0,2440.0,0,2,2,1
592.0,2460.0,0,2,2,1
592.0,2480.0,0,2,2,1
592.0,2500.0,0,2,2,1
592.0,2520.0,0,2,2,1
592.0,2540.0,0,2,2,1
592.0,2560.0,0,2,2,1
592.0,2540.0,0,2,2,1
592.0,2520.0,0,2,2,1
592.0,2500.0,0,2,2,1
592.0,2480.0,0,2,2,1
592.0,2460.0,0,2,2,1
592.0,2440.0,0,2,2,1
592.0,2420.0,0,2,2,1
592.0,2400.0,0,2,2,1
592.0,2380.0,0,2,2,1
592.0,2360.0,0,2,2,1
592.0,2340.0,0,2,2,1
592.0,2320.0,0,2,2,1
592.0,2300.0,0,2,2,1
592.0,2280.0,0,2,2,1
592.0,2260.0,0,2,2,1
592.0,2240.0,0,2,2,1
592.0,2220.0,0,2,2,1
592.0,2200.0,0,2,2,1
592.0,2180.0,0,2,2,1
592.0,2160.0,0,2,2,1
592.0,2140.0,0,2,2,1
592.0,2120.0,0,2,2,1
592.0,2100.0,0,2,2,1
592.0,2080.0,0,2,2,1
592.0,2060.0,0,2,2,1
592.0,2040.0,0,2,2,1
592.0,2020.0,0,2,2,1
592.0,2000.0,0,2,2,1
592.0,1980.0,0,2,2,1
592.0,1960.0,0,2,2,1
592.0,1940.0,0,2,2,1
592.0,1920.0,0,2,2,1
592.0,1900.0,0,2,2,1
592.0,1880.0,0,2,2,1
592.0,1860.0,0,2,2,1
592.0,1840.0,0,2,2,1
592.0,1820.0,0,2,2,1
592.0,1800.0,0,2,2,1
592.0,1780.0,0,2,2,1
592.0,1760.0,0,2,2,1
592.0,1740.0,0,2,2,1
592.0,1720.0,0,2,2,1
592.0,1700.0,0,2,2,1
592.0,1680.0,0,2,2,1
592.0,1660.0,0,2,2,1
592.0,1640.0,0,2,2,1
592.0,1620.0,0,2,2,1
592.0,1600.0,0,2,2,1
592.0,1580.0,0,2,2,1
592.0,1560.0,0,2,2,1
592.0,1540.0,0,2,2,1
592.0,1520.0,0,2,2,1
592.0,1500.0,0,2,2,1
592.0,1480.0,0,2,2,1
592.0,1460.0,0,2,2,1
592.0,1440.0,0,2,2,1
592.0,1420.0,0,2,2,1
592.0,1400.0,0,2,2,1
592.0,1380.0,0,2,2,1
592.0,1360.0,0,2,2,1
592.0,1340.0,0,2,2,1
592.0,1320.0,0,2,2,1
592.0,1300.0,0,2,2,1
592.0,1280.0,0,2,2,1
592.0,1260.0,0,2,2,1
592.0,1240.0,0,2,2,1
592.0,1220.0,0,2,2,1
592.0,1200.0,0,2,2,1
592.0,1180.0,0,2,2,1
592.0,1160.0,0,2,2,1
592.0,1140.0,0,2,2,1
592.0,1120.0,0,2,2,1
592.0,1100.0,0,2,2,1
592.0,1080.0,0,2,2,1
592.0,1060.0,0,2,2,1
592.0,1040.0,0,2,2,1
592.0,1020.0,0,2,2,1
592.0,1000.0,0,2,2,1
592.0,980.0,0,2,2,1
592.0,960.0,0,2,2,1
592.0,940.0,0,2,2,1
592.0,920.0,0,2,2,1
592.0,900.0,0,2,2,1
592.0,880.0,0,2,2,1
592.0,860.0,0,2,2,1
592.0,840.0,0,2,2,1
592.0,820.0,0,2,2,1
592.0,800.0,0,2,2,1
592.0,780.0,0,2,2,1
592.0,760.0,0,2,2,1
592.0,740.0,0,2,2,1
592.0,720.0,0,2,2,1
592.0,700.0,0,2,2,1
29,110,30,111,1
29,118,30,119,1
29,130,30,131,1
29,123,30,124,1
29,123,30,124,1
29,122,30,123,1
29,122,30,123,1
591.0,2439.0,0,2,1,1
591.0,2434.0,0,2,1,1
591.0,2431.0,0,2,1,1
591.0,2430.0,0,2,1,1
591.0,2428.0,0,2,1,1
591.0,2426.0,0,2,1,1
591.0,2424.0,0,2,1,1
591.0,2422.0,0,2,1,1
591.0,2423.0,0,2,1,1
591.0,2427.0,0,2,1,1
591.0,2433.0,0,2,1,1
591.0,2441.0,0,2,1,1
591.0,2451.0,0,2,1,1
591.0,2460.0,0,2,1,1
591.0,2466.0,0,2,1,1
591.0,2473.0,0,2,1,1
591.0,2477.0,0,2,1,1
591.0,2480.0,0,2,1,1
591.0,2482.0,0,2,1,1
591.0,2483.0,0,2,1,1
591.0,2482.0,0,2,1,1
591.0,2479.0,0,2,1,1
591.0,2473.0,0,2,1,1
591.0,2470.0,0,2,1,1
591.0,2466.0,0,2,1,1
591.0,2464.0,0,2,1,1
591.0,2463.0,0,2,1,1
591.0,2462.0,0,2,1,1
591.0,2461.0,0,2,1,1
591.0,2464.0,0,2,1,1
591.0,2472.0,0,2,1,1
589.0,2480.0,0,2,1,1
589.0,2489.0,0,2,1,1
588.0,2495.0,0,2,1,1
588.0,2502.0,0,2,1,1
588.0,2505.0,0,2,1,1
588.0,2509.0,0,2,1,1
588.0,2511.0,0,2,1,1
588.0,2512.0,0,2,1,1
588.0,2514.0,0,2,1,1
589.0,2515.0,0,2,1,1
589.0,2516.0,0,2,1,1
590.0,2517.0,0,2,1,1
590.0,2518.0,0,2,1,1
591.0,2521.0,0,2,1,1
593.0,2525.0,0,2,1,1
593.0,2526.0,0,2,1,1
593.0,2528.0,0,2,1,1
593.0,2530.0,0,2,1,1
594.0,2531.0,0,2,1,1
595.0,2533.0,0,2,1,1
596.0,2534.0,0,2,1,1
596.0,2537.0,0,2,1,1
596.0,2538.0,0,2,1,1
596.0,2539.0,0,2,1,1
596.0,2541.0,0,2,1,1
597.0,2542.0,0,2,1,1
597.0,2543.0,0,2,1,1
597.0,2545.0,0,2,1,1
597.0,2548.0,0,2,1,1
597.0,2549.0,0,2,1,1
597.0,2550.0,0,2,1,1
597.0,2551.0,0,2,1,1
597.0,2552.0,0,2,1,1
597.0,2553.0,0,2,1,1
595.0,2553.0,0,2,1,1
594.0,2553.0,0,2,1,1
593.0,2555.0,0,2,1,1
592.0,2555.0,0,2,1,1
591.0,2557.0,0,2,1,1
591.0,2559.0,0,2,1,1
591.0,2561.0,0,2,1,1
591.0,2562.0,0,2,1,1
591.0,2563.0,0,2,1,1
591.0,2564.0,0,2,1,1
591.0,2566.0,0,2,1,1
591.0,2546.0,0,2,1,1
591.0,2526.0,0,2,1,1
591.0,2506.0,0,2,1,1
591.0,2486.0,0,2,1,1
591.0,2466.0,0,2,1,1
591.0,2446.0,0,2,1,1
591.0,2426.0,0,2,1,1
591.0,2406.0,0,2,1,1
591.0,2386.0,0,2,1,1
591.0,2366.0,0,2,1,1
591.0,2346.0,0,2,1,1
591.0,2326.0,0,2,1,1
591.0,2306.0,0,2,1,1
591.0,2286.0,0,2,1,1
591.0,2266.0,0,2,1,1
591.0,2246.0,0,2,1,1
591.0,2226.0,0,2,1,1
591.0,2206.0,0,2,1,1
591.0,2186.0,0,2,1,1
591.0,2166.0,0,2,1,1
591.0,2146.0,0,2,1,1
591.0,2126.0,0,2,1,1
591.0,2106.0,0,2,1,1
591.0,2086.0,0,2,1,1
591.0,2066.0,0,2,1,1
591.0,2046.0,0,2,1,1
591.0,2026.0,0,2,1,1
591.0,2006.0,0,2,1,1
591.0,1986.0,0,2,1,1
591.0,1966.0,0,2,1,1
591.0,1946.0,0,2,1,1
591.0,1926.0,0,2,1,1
591.0,1906.0,0,2,1,1
591.0,1886.0,0,2,1,1
591.0,1866.0,0,2,1,1
591.0,1846.0,0,2,1,1
591.0,1826.0,0,2,1,1
591.0,1806.0,0,2,1,1
591.0,1786.0,0,2,1,1
591.0,1766.0,0,2,1,1
591.0,1746.0,0,2,1,1
591.0,1726.0,0,2,1,1
591.0,1706.0,0,2,1,1
591.0,1686.0,0,2,1,1
591.0,1666.0,0,2,1,1
591.0,1646.0,0,2,1,1
591.0,1626.0,0,2,1,1
591.0,1606.0,0,2,1,1
591.0,1586.0,0,2,1,1
591.0,1566.0,0,2,1,1
591.0,1546.0,0,2,1,1
591.0,1526.0,0,2,1,1
591.0,1506.0,0,2,1,1
591.0,1486.0,0,2,1,1
591.0,1466.0,0,2,1,1
591.0,1446.0,0,2,1,1
591.0,1426.0,0,2,1,1
591.0,1406.0,0,2,1,1
591.0,1386.0,0,2,1,1
591.0,1366.0,0,2,1,1
591.0,1346.0,0,2,1,1
591.0,1326.0,0,2,1,1
591.0,1306.0,0,2,1,1
591.0,1286.0,0,2,1,1
591.0,1266.0,0,2,1,1
591.0,1246.0,0,2,1,1
591.0,1226.0,0,2,1,1
591.0,1206.0,0,2,1,1
591.0,1186.0,0,2,1,1
591.0,1166.0,0,2,1,1
591.0,1146.0,0,2,1,1
591.0,1147.0,0,2,1,1
591.0,1127.0,0,2,1,1
591.0,1107.0,0,2,1,1
591.0,1087.0,0,2,1,1
591.0,1067.0,0,2,1,1
591.0,1047.0,0,2,1,1
586.0,1050.0,0,2,2,1
586.0,1051.0,0,2,2,1
586.0,1052.0,0,2,2,1
586.0,1054.0,0,2,2,1
587.0,1056.0,0,2,2,1
587.0,1057.0,0,2,2,1
587.0,1058.0,0,2,2,1
587.0,1059.0,0,2,2,1
587.0,1060.0,0,2,2,1
587.0,1061.0,0,2,2,1
587.0,1062.0,0,2,2,1
587.0,1063.0,0,2,2,1
587.0,1064.0,0,2,2,1
587.0,1065.0,0,2,2,1
587.0,1066.0,0,2,2,1
587.0,1067.0,0,2,2,1
587.0,1068.0,0,2,2,1
1174.0,1079.0,0,2,2,1
1174.0,1078.0,0,2,2,1
1174.0,1077.0,0,2,2,1
1174.0,1076.0,0,2,2,1
1174.0,1056.0,0,2,2,1
1174.0,1036.0,0,2,2,1
1174.0,1016.0,0,2,2,1
1174.0,996.0,0,2,2,1
1174.0,976.0,0,2,2,1
1174.0,956.0,0,2,2,1
1174.0,936.0,0,2,2,1
1174.0,916.0,0,2,2,1
1174.0,896.0,0,2,2,1
1174.0,876.0,0,2,2,1
1174.0,856.0,0,2,2,1
1174.0,836.0,0,2,2,1
1174.0,816.0,0,2,2,1
1174.0,796.0,0,2,2,1
1174.0,776.0,0,2,2,1
1174.0,756.0,0,2,2,1
1174.0,736.0,0,2,2,1
1174.0,716.0,0,2,2,1
1174.0,696.0,0,2,2,1
1174.0,676.0,0,2,2,1
1174.0,656.0,0,2,2,1
1174.0,636.0,0,2,2,1
1174.0,616.0,0,2,2,1
1174.0,596.0,0,2,2,1
1174.0,576.0,0,2,2,1
1174.0,556.0,0,2,2,1
1174.0,536.0,0,2,2,1
1174.0,516.0,0,2,2,1
1174.0,496.0,0,2,2,1
1174.0,476.0,0,2,2,1
1174.0,456.0,0,2,2,1
1174.0,436.0,0,2,2,1
1174.0,416.0,0,2,2,1
1174.0,396.0,0,2,2,1
1174.0,376.0,0,2,2,1
1174.0,356.0,0,2,2,1
1174.0,336.0,0,2,2,1
1174.0,316.0,0,2,2,1
1174.0,296.0,0,2,2,1
1174.0,276.0,0,2,2,1
1174.0,256.0,0,2,2,1
1174.0,236.0,0,2,2,1
1174.0,216.0,0,2,2,1
1174.0,196.0,0,2,2,1
1174.0,176.0,0,2,2,1
1174.0,175.0,0,2,2,1
1174.0,174.0,0,2,2,1
1174.0,173.0,0,2,2,1
1174.0,172.0,0,2,2,1
1174.0,171.0,0,2,2,1
1174.0,170.0,0,2,2,1
1174.0,169.0,0,2,2,1
1174.0,167.0,0,2,2,1
1174.0,166.0,0,2,2,1
1174.0,165.0,0,2,2,1
1174.0,164.0,0,2,2,1
1174.0,162.0,0,2,2,1
1174.0,160.0,0,2,2,1
1174.0,159.0,0,2,2,1
1174.0,158.0,0,2,2,1
1174.0,157.0,0,2,2,1
1174.0,156.0,0,2,2,1
1174.0,155.0,0,2,2,1
1174.0,153.0,0,2,2,1
1174.0,151.0,0,2,2,1
1174.0,150.0,0,2,2,1
1174.0,149.0,0,2,2,1
1174.0,148.0,0,2,2,1
1174.0,147.0,0,2,2,1
1174.0,146.0,0,2,2,1
1174.0,145.0,0,2,2,1
1173.0,144.0,0,2,2,1
1173.0,143.0,0,2,2,1
1173.0,142.0,0,2,2,1
1173.0,141.0,0,2,2,1
1173.0,139.0,0,2,2,1
1173.0,137.0,0,2,2,1
1173.0,136.0,0,2,2,1
1173.0,135.0,0,2,2,1
1173.0,134.0,0,2,2,1
1173.0,133.0,0,2,2,1
1173.0,131.0,0,2,2,1
1173.0,129.0,0,2,2,1
1173.0,128.0,0,2,2,1
1173.0,127.0,0,2,2,1
328.0,118.0,0,2,3,1
328.0,120.0,0,2,3,1
328.0,121.0,0,2,3,1
327.0,122.0,0,2,3,1
327.0,123.0,0,2,3,1
327.0,125.0,0,2,3,1
327.0,127.0,0,2,3,1
327.0,129.0,0,2,3,1
327.0,131.0,0,2,3,1
327.0,132.0,0,2,3,1
327.0,133.0,0,2,3,1
327.0,134.0,0,2,3,1
327.0,135.0,0,2,3,1
327.0,137.0,0,2,3,1
327.0,138.0,0,2,3,1
327.0,139.0,0,2,3,1
327.0,141.0,0,2,3,1
327.0,142.0,0,2,3,1
327.0,143.0,0,2,3,1
327.0,144.0,0,2,3,1
327.0,145.0,0,2,3,1
326.0,147.0,0,2,3,1
326.0,148.0,0,2,3,1
326.0,150.0,0,2,3,1
326.0,152.0,0,2,3,1
16,2,17,3,1
336.0,56.0,0,2,1,1
335.0,56.0,0,2,1,1
333.0,56.0,0,2,1,1
332.0,56.0,0,2,1,1
331.0,56.0,0,2,1,1
331.0,57.0,0,2,1,1
331.0,59.0,0,2,1,1
336.0,60.0,0,2,1,1
339.0,63.0,0,2,1,1
344.0,64.0,0,2,1,1
347.0,66.0,0,2,1,1
350.0,66.0,0,2,1,1
355.0,68.0,0,2,1,1
357.0,68.0,0,2,1,1
359.0,69.0,0,2,1,1
345.0,69.0,0,2,1,1
343.0,69.0,0,2,1,1
341.0,69.0,0,2,1,1
340.0,69.0,0,2,1,1
338.0,69.0,0,2,1,1
335.0,69.0,0,2,1,1
332.0,69.0,0,2,1,1
331.0,69.0,0,2,1,1
330.0,69.0,0,2,1,1
327.0,68.0,0,2,1,1
325.0,68.0,0,2,1,1
324.0,68.0,0,2,1,1
322.0,68.0,0,2,1,1
321.0,68.0,0,2,1,1
320.0,68.0,0,2,1,1
319.0,68.0,0,2,1,1
318.0,68.0,0,2,1,1
317.0,68.0,0,2,1,1
316.0,68.0,0,2,1,1
315.0,68.0,0,2,1,1
313.0,67.0,0,2,1,1
312.0,67.0,0,2,1,1
311.0,67.0,0,2,1,1
308.0,66.0,0,2,1,1
855.0,3471.0,0,1,2,1
857.0,3471.0,0,1,2,1
858.0,3471.0,0,1,2,1
859.0,3471.0,0,1,2,1
860.0,3471.0,0,1,2,1
862.0,3472.0,0,1,2,1
863.0,3472.0,0,1,2,1
864.0,3472.0,0,1,2,1
865.0,3472.0,0,1,2,1
867.0,3472.0,0,1,2,1
868.0,3472.0,0,1,2,1
869.0,3472.0,0,1,2,1
870.0,3472.0,0,1,2,1
871.0,3472.0,0,1,2,1
872.0,3472.0,0,1,2,1
873.0,3472.0,0,1,2,1
874.0,3472.0,0,1,2,1
875.0,3472.0,0,1,2,1
876.0,3472.0,0,1,2,1
877.0,3472.0,0,1,2,1
878.0,3472.0,0,1,2,1
879.0,3472.0,0,1,2,1
880.0,3472.0,0,1,2,1
881.0,3472.0,0,1,2,1
833.0,3469.0,0,1,2,1
833.0,3468.0,0,1,2,1
833.0,3467.0,0,1,2,1
833.0,3466.0,0,1,2,1
833.0,3465.0,0,1,2,1
833.0,3464.0,0,1,2,1
833.0,3463.0,0,1,2,1
833.0,3462.0,0,1,2,1
833.0,3461.0,0,1,2,1
833.0,3460.0,0,1,2,1
833.0,3459.0,0,1,2,1
833.0,3457.0,0,1,2,1
833.0,3437.0,0,1,2,1
833.0,3417.0,0,1,2,1
833.0,3397.0,0,1,2,1
833.0,3377.0,0,1,2,1
833.0,3357.0,0,1,2,1
833.0,3337.0,0,1,2,1
833.0,3317.0,0,1,2,1
833.0,3297.0,0,1,2,1
833.0,3277.0,0,1,2,1
833.0,3257.0,0,1,2,1
833.0,3237.0,0,1,2,1
833.0,3217.0,0,1,2,1
833.0,3197.0,0,1,2,1
833.0,3177.0,0,1,2,1
833.0,3157.0,0,1,2,1
833.0,3137.0,0,1,2,1
833.0,3117.0,0,1,2,1
833.0,3097.0,0,1,2,1
833.0,3077.0,0,1,2,1
833.0,3057.0,0,1,2,1
833.0,3037.0,0,1,2,1
833.0,3017.0,0,1,2,1
833.0,2997.0,0,1,2,1
833.0,2977.0,0,1,2,1
833.0,2957.0,0,1,2,1
833.0,2937.0,0,1,2,1
833.0,2917.0,0,1,2,1
833.0,2897.0,0,1,2,1
833.0,2877.0,0,1,2,1
833.0,2857.0,0,1,2,1
833.0,2837.0,0,1,2,1
833.0,2817.0,0,1,2,1
833.0,2797.0,0,1,2,1
833.0,2777.0,0,1,2,1
833.0,2757.0,0,1,2,1
833.0,2737.0,0,1,2,1
833.0,2717.0,0,1,2,1
833.0,2697.0,0,1,2,1
833.0,2677.0,0,1,2,1
833.0,2657.0,0,1,2,1
833.0,2637.0,0,1,2,1
833.0,2617.0,0,1,2,1
833.0,2597.0,0,1,2,1
833.0,2577.0,0,1,2,1
833.0,2557.0,0,1,2,1
833.0,2537.0,0,1,2,1
833.0,2517.0,0,1,2,1
833.0,2497.0,0,1,2,1
833.0,2477.0,0,1,2,1
833.0,2457.0,0,1,2,1
833.0,2437.0,0,1,2,1
833.0,2417.0,0,1,2,1
833.0,2397.0,0,1,2,1
833.0,2377.0,0,1,2,1
833.0,2357.0,0,1,2,1
833.0,2337.0,0,1,2,1
829.0,2340.0,0,1,0,1
829.0,2342.0,0,1,0,1
829.0,2343.0,0,1,0,1
829.0,2347.0,0,1,0,1
829.0,2349.0,0,1,0,1
829.0,2350.0,0,1,0,1
829.0,2352.0,0,1,0,1
829.0,2354.0,0,1,0,1
829.0,2355.0,0,1,0,1
829.0,2356.0,0,1,0,1
829.0,2335.0,0,1,0,1
829.0,2336.0,0,1,0,1
829.0,2339.0,0,1,0,1
829.0,2341.0,0,1,0,1
829.0,2342.0,0,1,0,1
829.0,2344.0,0,1,0,1
829.0,2347.0,0,1,0,1
829.0,2349.0,0,1,0,1
829.0,2351.0,0,1,0,1
829.0,2352.0,0,1,0,1
829.0,2353.0,0,1,0,1
829.0,2354.0,0,1,0,1
829.0,2355.0,0,1,0,1
829.0,2356.0,0,1,0,1
829.0,2358.0,0,1,0,1
829.0,2359.0,0,1,0,1
829.0,2360.0,0,1,0,1
829.0,2361.0,0,1,0,1
829.0,2363.0,0,1,0,1
829.0,2364.0,0,1,0,1
813.0,2374.0,0,1,2,1
813.0,2354.0,0,1,2,1
813.0,2334.0,0,1,2,1
813.0,2314.0,0,1,2,1
813.0,2294.0,0,1,2,1
813.0,2274.0,0,1,2,1
813.0,2254.0,0,1,2,1
813.0,2234.0,0,1,2,1
813.0,2214.0,0,1,2,1
813.0,2194.0,0,1,2,1
813.0,2174.0,0,1,2,1
813.0,2154.0,0,1,2,1
813.0,2134.0,0,1,2,1
813.0,2114.0,0,1,2,1
813.0,2094.0,0,1,2,1
813.0,2074.0,0,1,2,1
813.0,2054.0,0,1,2,1
813.0,2034.0,0,1,2,1
813.0,2014.0,0,1,2,1
813.0,1994.0,0,1,2,1
813.0,1974.0,0,1,2,1
813.0,1954.0,0,1,2,1
813.0,1934.0,0,1,2,1
813.0,1914.0,0,1,2,1
813.0,1894.0,0,1,2,1
813.0,1874.0,0,1,2,1
813.0,1854.0,0,1,2,1
