256.0,256.0,0,0,-1
790.0,748.0,0,3,0,1
780.0,755.0,0,3,0,1
768.0,766.0,0,3,0,1
762.0,771.0,0,3,0,1
757.0,777.0,0,3,0,1
752.0,780.0,0,3,0,1
747.0,786.0,0,3,0,1
745.0,789.0,0,3,0,1
740.0,793.0,0,3,0,1
739.0,794.0,0,3,0,1
735.0,796.0,0,3,0,1
732.0,800.0,0,3,0,1
728.0,802.0,0,3,0,1
724.0,805.0,0,3,0,1
724.0,806.0,0,3,0,1
722.0,906.0,0,6,0,1
720.0,923.0,0,6,0,1
719.0,932.0,0,6,0,1
718.0,949.0,0,6,0,1
718.0,955.0,0,6,0,1
717.0,957.0,0,6,0,1
717.0,959.0,0,6,0,1
716.0,964.0,0,6,0,1
716.0,969.0,0,6,0,1
715.0,976.0,0,6,0,1
715.0,985.0,0,6,0,1
715.0,995.0,0,6,0,1
714.0,1006.0,0,6,0,1
712.0,1020.0,0,6,0,1
712.0,1028.0,0,6,0,1
708.0,1047.0,0,6,0,1
706.0,1066.0,0,6,0,1
705.0,1086.0,0,6,0,1
704.0,1103.0,0,6,0,1
703.0,1112.0,0,6,0,1
702.0,1119.0,0,6,0,1
701.0,1125.0,0,6,0,1
700.0,1130.0,0,6,0,1
699.0,1136.0,0,6,0,1
699.0,1139.0,0,6,0,1
698.0,1145.0,0,6,0,1
698.0,1151.0,0,6,0,1
696.0,1165.0,0,6,0,1
696.0,1171.0,0,6,0,1
695.0,1175.0,0,6,0,1
695.0,1183.0,0,6,0,1
694.0,1194.0,0,6,0,1
694.0,1199.0,0,6,0,1
693.0,1202.0,0,6,0,1
693.0,1207.0,0,6,0,1
693.0,1219.0,0,6,0,1
693.0,1222.0,0,6,0,1
693.0,1226.0,0,6,0,1
693.0,1229.0,0,6,0,1
693.0,1234.0,0,6,0,1
693.0,1236.0,0,6,0,1
693.0,1237.0,0,6,0,1
694.0,1071.0,0,3,0,1
695.0,1070.0,0,3,0,1
696.0,1069.0,0,3,0,1
697.0,1068.0,0,3,0,1
699.0,1068.0,0,3,0,1
700.0,1067.0,0,3,0,1
704.0,1065.0,0,3,0,1
707.0,1065.0,0,3,0,1
714.0,1065.0,0,3,0,1
721.0,1065.0,0,3,0,1
735.0,1064.0,0,3,0,1
754.0,1063.0,0,3,0,1
767.0,1063.0,0,3,0,1
802.0,1063.0,0,3,0,1
827.0,1062.0,0,3,0,1
837.0,1061.0,0,3,0,1
850.0,1061.0,0,3,0,1
886.0,1060.0,0,3,0,1
916.0,1058.0,0,3,0,1
927.0,1057.0,0,3,0,1
955.0,1052.0,0,3,0,1
961.0,1050.0,0,3,0,1
966.0,1049.0,0,3,0,1
987.0,1046.0,0,3,0,1
999.0,1045.0,0,3,0,1
1009.0,1045.0,0,3,0,1
1025.0,1044.0,0,3,0,1
1045.0,1043.0,0,3,0,1
1080.0,1043.0,0,3,0,1
1125.0,1043.0,0,3,0,1
1138.0,1043.0,0,3,0,1
1150.0,1043.0,0,3,0,1
1187.0,1043.0,0,3,0,1
1210.0,1043.0,0,3,0,1
1281.0,1043.0,0,3,0,1
1301.0,1043.0,0,3,0,1
1361.0,1043.0,0,3,0,1
1380.0,1043.0,0,3,0,1
1414.0,1043.0,0,3,0,1
1421.0,1043.0,0,3,0,1
1423.0,1043.0,0,3,0,1
1424.0,1043.0,0,3,0,1
1249.0,1068.0,0,3,0,1
1248.0,1083.0,0,3,0,1
1247.0,1100.0,0,3,0,1
1246.0,1119.0,0,3,0,1
1244.0,1152.0,0,3,0,1
1244.0,1166.0,0,3,0,1
1244.0,1181.0,0,3,0,1
1242.0,1209.0,0,3,0,1
1241.0,1218.0,0,3,0,1
1239.0,1248.0,0,3,0,1
1238.0,1256.0,0,3,0,1
1237.0,1274.0,0,3,0,1
1236.0,1281.0,0,3,0,1
1231.0,1325.0,0,3,0,1
1231.0,1343.0,0,3,0,1
1231.0,1358.0,0,3,0,1
1231.0,1370.0,0,3,0,1
1231.0,1385.0,0,3,0,1
1230.0,1395.0,0,3,0,1
1230.0,1397.0,0,3,0,1
1230.0,1403.0,0,3,0,1
1230.0,1405.0,0,3,0,1
1230.0,1410.0,0,3,0,1
1230.0,1418.0,0,3,0,1
1229.0,1425.0,0,3,0,1
1229.0,1426.0,0,3,0,1
613.0,1065.0,0,3,0,1
607.0,1065.0,0,3,0,1
595.0,1065.0,0,3,0,1
588.0,1065.0,0,3,0,1
559.0,1065.0,0,3,0,1
547.0,1065.0,0,3,0,1
489.0,1066.0,0,3,0,1
473.0,1067.0,0,3,0,1
436.0,1070.0,0,3,0,1
424.0,1071.0,0,3,0,1
383.0,1071.0,0,3,0,1
372.0,1071.0,0,3,0,1
343.0,1071.0,0,3,0,1
305.0,1071.0,0,3,0,1
296.0,1071.0,0,3,0,1
275.0,1071.0,0,3,0,1
259.0,1072.0,0,3,0,1
254.0,1073.0,0,3,0,1
250.0,1073.0,0,3,0,1
248.0,1073.0,0,3,0,1
245.0,1073.0,0,3,0,1
236.0,1074.0,0,3,0,1
233.0,1074.0,0,3,0,1
234.0,1089.0,0,3,0,1
220.0,1126.0,0,3,0,1
217.0,1140.0,0,3,0,1
215.0,1148.0,0,3,0,1
215.0,1151.0,0,3,0,1
214.0,1163.0,0,3,0,1
213.0,1170.0,0,3,0,1
212.0,1174.0,0,3,0,1
212.0,1179.0,0,3,0,1
212.0,1193.0,0,3,0,1
211.0,1203.0,0,3,0,1
210.0,1228.0,0,3,0,1
209.0,1238.0,0,3,0,1
209.0,1252.0,0,3,0,1
208.0,1262.0,0,3,0,1
207.0,1272.0,0,3,0,1
205.0,1290.0,0,3,0,1
203.0,1311.0,0,3,0,1
201.0,1324.0,0,3,0,1
201.0,1326.0,0,3,0,1
200.0,1329.0,0,3,0,1
197.0,1339.0,0,3,0,1
196.0,1347.0,0,3,0,1
192.0,1360.0,0,3,0,1
191.0,1367.0,0,3,0,1
188.0,1372.0,0,3,0,1
230.0,1078.0,0,3,0,1
230.0,1075.0,0,3,0,1
230.0,1071.0,0,3,0,1
230.0,1066.0,0,3,0,1
230.0,1032.0,0,3,0,1
230.0,1023.0,0,3,0,1
230.0,997.0,0,3,0,1
230.0,986.0,0,3,0,1
232.0,955.0,0,3,0,1
235.0,929.0,0,3,0,1
236.0,912.0,0,3,0,1
236.0,894.0,0,3,0,1
236.0,877.0,0,3,0,1
236.0,869.0,0,3,0,1
236.0,859.0,0,3,0,1
234.0,843.0,0,3,0,1
232.0,818.0,0,3,0,1
229.0,806.0,0,3,0,1
228.0,789.0,0,3,0,1
228.0,785.0,0,3,0,1
228.0,783.0,0,3,0,1
227.0,781.0,0,3,0,1
227.0,780.0,0,3,0,1
227.0,779.0,0,3,0,1
227.0,778.0,0,3,0,1
226.0,776.0,0,3,0,1
226.0,775.0,0,3,0,1
226.0,774.0,0,3,0,1
1260.0,1011.0,0,3,0,1
1259.0,993.0,0,3,0,1
1258.0,977.0,0,3,0,1
1258.0,945.0,0,3,0,1
1257.0,940.0,0,3,0,1
1257.0,939.0,0,3,0,1
1256.0,937.0,0,3,0,1
1256.0,936.0,0,3,0,1
1256.0,933.0,0,3,0,1
1255.0,931.0,0,3,0,1
1255.0,928.0,0,3,0,1
1255.0,922.0,0,3,0,1
1254.0,910.0,0,3,0,1
1254.0,907.0,0,3,0,1
1254.0,903.0,0,3,0,1
1253.0,882.0,0,3,0,1
1253.0,872.0,0,3,0,1
1252.0,864.0,0,3,0,1
1252.0,860.0,0,3,0,1
1252.0,856.0,0,3,0,1
1251.0,855.0,0,3,0,1
1251.0,853.0,0,3,0,1
1251.0,849.0,0,3,0,1
1251.0,846.0,0,3,0,1
1250.0,843.0,0,3,0,1
1250.0,839.0,0,3,0,1
1250.0,836.0,0,3,0,1
1250.0,830.0,0,3,0,1
1250.0,822.0,0,3,0,1
1250.0,818.0,0,3,0,1
1250.0,815.0,0,3,0,1
1250.0,813.0,0,3,0,1
1250.0,812.0,0,3,0,1
1250.0,811.0,0,3,0,1
1250.0,810.0,0,3,0,1
1250.0,809.0,0,3,0,1
1250.0,808.0,0,3,0,1
1442.0,1045.0,0,3,0,1
1443.0,1045.0,0,3,0,1
1446.0,1045.0,0,3,0,1
1450.0,1045.0,0,3,0,1
1452.0,1045.0,0,3,0,1
1457.0,1045.0,0,3,0,1
1460.0,1045.0,0,3,0,1
1462.0,1045.0,0,3,0,1
1475.0,1045.0,0,3,0,1
1485.0,1045.0,0,3,0,1
1491.0,1045.0,0,3,0,1
1507.0,1045.0,0,3,0,1
1520.0,1044.0,0,3,0,1
1535.0,1039.0,0,3,0,1
1553.0,1032.0,0,3,0,1
1569.0,1025.0,0,3,0,1
1578.0,1021.0,0,3,0,1
1593.0,1015.0,0,3,0,1
1606.0,1009.0,0,3,0,1
1618.0,1003.0,0,3,0,1
1634.0,992.0,0,3,0,1
1649.0,981.0,0,3,0,1
1669.0,965.0,0,3,0,1
1689.0,948.0,0,3,0,1
1712.0,927.0,0,3,0,1
1722.0,917.0,0,3,0,1
1745.0,898.0,0,3,0,1
1766.0,877.0,0,3,0,1
1785.0,863.0,0,3,0,1
1794.0,858.0,0,3,0,1
1802.0,851.0,0,3,0,1
1812.0,845.0,0,3,0,1
1822.0,839.0,0,3,0,1
1862.0,819.0,0,3,0,1
1879.0,810.0,0,3,0,1
1888.0,805.0,0,3,0,1
1904.0,797.0,0,3,0,1
1560.0,1063.0,0,3,0,1
1567.0,1062.0,0,3,0,1
1569.0,1062.0,0,3,0,1
1570.0,1062.0,0,3,0,1
1573.0,1062.0,0,3,0,1
1574.0,1062.0,0,3,0,1
1576.0,1063.0,0,3,0,1
1580.0,1065.0,0,3,0,1
1584.0,1068.0,0,3,0,1
1600.0,1079.0,0,3,0,1
1608.0,1084.0,0,3,0,1
1631.0,1100.0,0,3,0,1
1645.0,1109.0,0,3,0,1
1661.0,1120.0,0,3,0,1
1666.0,1124.0,0,3,0,1
1673.0,1128.0,0,3,0,1
1676.0,1132.0,0,3,0,1
1687.0,1143.0,0,3,0,1
1693.0,1147.0,0,3,0,1
1698.0,1156.0,0,3,0,1
1703.0,1162.0,0,3,0,1
1707.0,1168.0,0,3,0,1
1713.0,1177.0,0,3,0,1
1719.0,1188.0,0,3,0,1
1726.0,1197.0,0,3,0,1
1732.0,1206.0,0,3,0,1
1739.0,1220.0,0,3,0,1
1745.0,1231.0,0,3,0,1
1751.0,1244.0,0,3,0,1
1760.0,1264.0,0,3,0,1
1768.0,1282.0,0,3,0,1
1774.0,1298.0,0,3,0,1
1781.0,1317.0,0,3,0,1
1786.0,1329.0,0,3,0,1
1788.0,1338.0,0,3,0,1
1795.0,1356.0,0,3,0,1
1796.0,1359.0,0,3,0,1
1798.0,1363.0,0,3,0,1
1800.0,1373.0,0,3,0,1
1802.0,1379.0,0,3,0,1
1803.0,1381.0,0,3,0,1
1805.0,1387.0,0,3,0,1
1812.0,1401.0,0,3,0,1
1814.0,1407.0,0,3,0,1
1815.0,1410.0,0,3,0,1
1816.0,1411.0,0,3,0,1
1817.0,1413.0,0,3,0,1
1822.0,1484.0,0,3,0,1
1822.0,1486.0,0,3,0,1
1821.0,1491.0,0,3,0,1
1821.0,1496.0,0,3,0,1
1820.0,1503.0,0,3,0,1
1819.0,1510.0,0,3,0,1
1815.0,1539.0,0,3,0,1
1810.0,1556.0,0,3,0,1
1807.0,1575.0,0,3,0,1
1802.0,1593.0,0,3,0,1
1793.0,1617.0,0,3,0,1
1788.0,1629.0,0,3,0,1
1783.0,1640.0,0,3,0,1
1778.0,1649.0,0,3,0,1
1773.0,1659.0,0,3,0,1
1760.0,1681.0,0,3,0,1
1749.0,1698.0,0,3,0,1
1729.0,1720.0,0,3,0,1
1709.0,1742.0,0,3,0,1
1683.0,1764.0,0,3,0,1
1659.0,1785.0,0,3,0,1
1634.0,1802.0,0,3,0,1
1606.0,1820.0,0,3,0,1
1577.0,1838.0,0,3,0,1
1530.0,1860.0,0,3,0,1
1502.0,1870.0,0,3,0,1
1451.0,1887.0,0,3,0,1
1438.0,1890.0,0,3,0,1
1430.0,1893.0,0,3,0,1
1416.0,1897.0,0,3,0,1
1401.0,1900.0,0,3,0,1
1395.0,1901.0,0,3,0,1
1393.0,1901.0,0,3,0,1
1373.0,1901.0,0,3,0,1
1232.0,1492.0,0,3,0,1
1232.0,1493.0,0,3,0,1
1232.0,1495.0,0,3,0,1
1232.0,1498.0,0,3,0,1
1232.0,1500.0,0,3,0,1
1232.0,1502.0,0,3,0,1
1231.0,1517.0,0,3,0,1
1231.0,1530.0,0,3,0,1
1231.0,1546.0,0,3,0,1
1230.0,1561.0,0,3,0,1
1229.0,1572.0,0,3,0,1
1228.0,1599.0,0,3,0,1
1227.0,1610.0,0,3,0,1
1227.0,1618.0,0,3,0,1
1227.0,1627.0,0,3,0,1
1226.0,1634.0,0,3,0,1
1223.0,1650.0,0,3,0,1
1220.0,1677.0,0,3,0,1
1217.0,1696.0,0,3,0,1
1217.0,1706.0,0,3,0,1
1217.0,1732.0,0,3,0,1
1217.0,1738.0,0,3,0,1
1217.0,1744.0,0,3,0,1
1217.0,1759.0,0,3,0,1
1217.0,1768.0,0,3,0,1
1213.0,1789.0,0,3,0,1
1212.0,1803.0,0,3,0,1
1211.0,1814.0,0,3,0,1
1207.0,1857.0,0,3,0,1
1207.0,1888.0,0,3,0,1
1207.0,1905.0,0,3,0,1
1207.0,1916.0,0,3,0,1
1207.0,1922.0,0,3,0,1
1208.0,1925.0,0,3,0,1
1209.0,1929.0,0,3,0,1
1209.0,1933.0,0,3,0,1
1213.0,1933.0,0,3,0,1
1217.0,1933.0,0,3,0,1
1218.0,1931.0,0,3,0,1
1219.0,1930.0,0,3,0,1
1221.0,1928.0,0,3,0,1
1222.0,1926.0,0,3,0,1
1223.0,1923.0,0,3,0,1
1223.0,1922.0,0,3,0,1
1226.0,1920.0,0,3,0,1
1227.0,1920.0,0,3,0,1
1233.0,1918.0,0,3,0,1
1237.0,1917.0,0,3,0,1
1242.0,1917.0,0,3,0,1
1272.0,1915.0,0,3,0,1
1276.0,1915.0,0,3,0,1
1282.0,1915.0,0,3,0,1
1286.0,1915.0,0,3,0,1
1291.0,1915.0,0,3,0,1
1292.0,1915.0,0,3,0,1
1293.0,1915.0,0,3,0,1
1297.0,1915.0,0,3,0,1
1306.0,1915.0,0,3,0,1
1307.0,1915.0,0,3,0,1
1308.0,1915.0,0,3,0,1
1185.0,1971.0,0,3,0,1
1183.0,1973.0,0,3,0,1
1179.0,1976.0,0,3,0,1
1166.0,1991.0,0,3,0,1
1159.0,1999.0,0,3,0,1
1134.0,2027.0,0,3,0,1
1122.0,2040.0,0,3,0,1
1072.0,2100.0,0,3,0,1
1037.0,2140.0,0,3,0,1
1010.0,2171.0,0,3,0,1
979.0,2209.0,0,3,0,1
938.0,2259.0,0,3,0,1
915.0,2287.0,0,3,0,1
893.0,2313.0,0,3,0,1
884.0,2321.0,0,3,0,1
861.0,2346.0,0,3,0,1
859.0,2349.0,0,3,0,1
857.0,2351.0,0,3,0,1
856.0,2352.0,0,3,0,1
856.0,2353.0,0,3,0,1
855.0,2353.0,0,3,0,1
1215.0,1951.0,0,3,0,1
1215.0,1954.0,0,3,0,1
1221.0,1971.0,0,3,0,1
1237.0,2007.0,0,3,0,1
1282.0,2079.0,0,3,0,1
1310.0,2119.0,0,3,0,1
1332.0,2147.0,0,3,0,1
1351.0,2169.0,0,3,0,1
1369.0,2193.0,0,3,0,1
1412.0,2246.0,0,3,0,1
1434.0,2269.0,0,3,0,1
1455.0,2286.0,0,3,0,1
1477.0,2303.0,0,3,0,1
1492.0,2314.0,0,3,0,1
1501.0,2322.0,0,3,0,1
1512.0,2330.0,0,3,0,1
1528.0,2340.0,0,3,0,1
1529.0,2341.0,0,3,0,1
1530.0,2342.0,0,3,0,1
896.0,2348.0,0,3,0,1
916.0,2351.0,0,3,0,1
923.0,2353.0,0,3,0,1
958.0,2355.0,0,3,0,1
981.0,2356.0,0,3,0,1
994.0,2357.0,0,3,0,1
999.0,2357.0,0,3,0,1
1004.0,2357.0,0,3,0,1
1044.0,2360.0,0,3,0,1
1064.0,2362.0,0,3,0,1
1079.0,2364.0,0,3,0,1
1117.0,2369.0,0,3,0,1
1143.0,2369.0,0,3,0,1
1182.0,2369.0,0,3,0,1
1199.0,2371.0,0,3,0,1
1224.0,2373.0,0,3,0,1
1241.0,2374.0,0,3,0,1
1249.0,2374.0,0,3,0,1
1269.0,2374.0,0,3,0,1
1298.0,2374.0,0,3,0,1
1314.0,2371.0,0,3,0,1
1330.0,2370.0,0,3,0,1
1361.0,2370.0,0,3,0,1
1382.0,2370.0,0,3,0,1
1401.0,2370.0,0,3,0,1
1427.0,2370.0,0,3,0,1
1439.0,2370.0,0,3,0,1
1459.0,2370.0,0,3,0,1
1477.0,2372.0,0,3,0,1
1496.0,2372.0,0,3,0,1
1501.0,2372.0,0,3,0,1
1513.0,2372.0,0,3,0,1
1517.0,2372.0,0,3,0,1
1522.0,2372.0,0,3,0,1
1527.0,2372.0,0,3,0,1
1533.0,2372.0,0,3,0,1
1195.0,2411.0,0,3,0,1
1195.0,2414.0,0,3,0,1
1195.0,2426.0,0,3,0,1
1195.0,2438.0,0,3,0,1
1193.0,2469.0,0,3,0,1
1190.0,2545.0,0,3,0,1
1183.0,2611.0,0,3,0,1
1183.0,2618.0,0,3,0,1
1182.0,2648.0,0,3,0,1
1182.0,2657.0,0,3,0,1
1182.0,2669.0,0,3,0,1
1182.0,2675.0,0,3,0,1
1182.0,2682.0,0,3,0,1
