512.0,512.0,0,0,-1
8,8,8,9,0
751.0,299.0,0,5,0,1
756.0,295.0,0,5,0,1
762.0,289.0,0,5,0,1
766.0,286.0,0,5,0,1
772.0,282.0,0,5,0,1
777.0,279.0,0,5,0,1
779.0,278.0,0,5,0,1
781.0,277.0,0,5,0,1
785.0,276.0,0,5,0,1
787.0,275.0,0,5,0,1
789.0,275.0,0,5,0,1
793.0,275.0,0,5,0,1
799.0,275.0,0,5,0,1
807.0,275.0,0,5,0,1
813.0,275.0,0,5,0,1
820.0,275.0,0,5,0,1
828.0,278.0,0,5,0,1
839.0,279.0,0,5,0,1
849.0,281.0,0,5,0,1
859.0,285.0,0,5,0,1
869.0,287.0,0,5,0,1
879.0,290.0,0,5,0,1
886.0,293.0,0,5,0,1
893.0,296.0,0,5,0,1
899.0,297.0,0,5,0,1
904.0,300.0,0,5,0,1
908.0,303.0,0,5,0,1
912.0,305.0,0,5,0,1
914.0,305.0,0,5,0,1
918.0,308.0,0,5,0,1
921.0,311.0,0,5,0,1
925.0,313.0,0,5,0,1
928.0,317.0,0,5,0,1
932.0,320.0,0,5,0,1
937.0,323.0,0,5,0,1
939.0,325.0,0,5,0,1
940.0,328.0,0,5,0,1
941.0,330.0,0,5,0,1
942.0,335.0,0,5,0,1
943.0,338.0,0,5,0,1
943.0,342.0,0,5,0,1
944.0,349.0,0,5,0,1
944.0,355.0,0,5,0,1
944.0,360.0,0,5,0,1
944.0,367.0,0,5,0,1
944.0,372.0,0,5,0,1
945.0,379.0,0,5,0,1
945.0,382.0,0,5,0,1
945.0,387.0,0,5,0,1
946.0,390.0,0,5,0,1
946.0,396.0,0,5,0,1
946.0,400.0,0,5,0,1
946.0,403.0,0,5,0,1
946.0,405.0,0,5,0,1
946.0,409.0,0,5,0,1
946.0,412.0,0,5,0,1
947.0,414.0,0,5,0,1
0,0,0,0,-2
8,23,0,0,4
0,0,0,0,-3
47,20,0,0,7
