512.0,512.0,0,0,-1
661.0,749.0,0,4,0,1
661.0,750.0,0,4,0,1
661.0,751.0,0,4,0,1
661.0,753.0,0,4,0,1
661.0,756.0,0,4,0,1
661.0,758.0,0,4,0,1
661.0,760.0,0,4,0,1
661.0,764.0,0,4,0,1
660.0,765.0,0,4,0,1
660.0,766.0,0,4,0,1
660.0,767.0,0,4,0,1
659.0,768.0,0,4,0,1
659.0,769.0,0,4,0,1
659.0,770.0,0,4,0,1
659.0,771.0,0,4,0,1
659.0,772.0,0,4,0,1
659.0,773.0,0,4,0,1
659.0,775.0,0,4,0,1
659.0,779.0,0,4,0,1
659.0,780.0,0,4,0,1
659.0,781.0,0,4,0,1
659.0,782.0,0,4,0,1
659.0,784.0,0,4,0,1
659.0,785.0,0,4,0,1
659.0,786.0,0,4,0,1
659.0,788.0,0,4,0,1
659.0,791.0,0,4,0,1
659.0,793.0,0,4,0,1
659.0,794.0,0,4,0,1
659.0,795.0,0,4,0,1
659.0,797.0,0,4,0,1
659.0,798.0,0,4,0,1
659.0,799.0,0,4,0,1
659.0,800.0,0,4,0,1
659.0,801.0,0,4,0,1
659.0,802.0,0,4,0,1
659.0,803.0,0,4,0,1
659.0,804.0,0,4,0,1
660.0,805.0,0,4,0,1
660.0,806.0,0,4,0,1
660.0,807.0,0,4,0,1
660.0,809.0,0,4,0,1
660.0,810.0,0,4,0,1
660.0,812.0,0,4,0,1
660.0,814.0,0,4,0,1
660.0,816.0,0,4,0,1
660.0,818.0,0,4,0,1
660.0,819.0,0,4,0,1
660.0,821.0,0,4,0,1
660.0,822.0,0,4,0,1
660.0,823.0,0,4,0,1
0,0,0,0,-3
33,41,0,0,7
0,0,0,0,-2
18,8,0,0,4
33,41,0,0,-3
36,39,0,0,7
36,39,0,0,-3
33,41,0,0,7
36,39,37,40,0
